Ответы;Филлер/стимул;Вопрос/восклицание;single/pair интерпретация;порядок;2аргумента/1аргумент+1адъюнкт;есть сочинение/нет сочинения;id респонденты;пол;возраст;уровень образования;сфера;предложения;правильность филлера;номер предложения
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence4.2; - ;15A
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id32;Женский;20;Основное общее;Лингвистика;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id33;Мужской;25;Высшее;IT;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence4.2; - ;15A
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id36;Женский;20;Основное общее;Учеба;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id37;Женский;20;Неоконченное высшее;Филология;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence4.2; - ;15A
4;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence4.2; - ;15A
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id42;Мужской;22;Высшее;Юриспруденция;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence4.2; - ;15A
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id44;Мужской;29;Высшее;Логистика;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id45;Мужской;25;Высшее;Инженерное дело;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id46;Женский;24;Высшее;IT;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence4.2; - ;15A
3;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id48;Женский;23;Среднее профессиональное;Работа;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence4.2; - ;15A
5;стимул;восклицание;pair;Y аргумент - X аргумент;2 аргумента;non-coord;id50;Женский;20;Среднее профессиональное;Работа;sentence4.2; - ;15A
3;филлер;вопрос;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler20.2;правильная интерпретация;8C
4;филлер;вопрос;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler20.2;правильная интерпретация;8C
2;филлер;вопрос;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler20.2;правильная интерпретация;8C
2;филлер;вопрос;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler20.2;правильная интерпретация;8C
1;филлер;вопрос;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler20.2;правильная интерпретация;8C
2;филлер;вопрос;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler20.2;правильная интерпретация;8C
5;филлер;вопрос;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler20.2;правильная интерпретация;8C
4;филлер;вопрос;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler20.2;правильная интерпретация;8C
5;филлер;вопрос;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler20.2;правильная интерпретация;8C
4;филлер;вопрос;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler20.2;правильная интерпретация;8C
2;филлер;вопрос;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler20.2;правильная интерпретация;8C
5;филлер;вопрос;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler20.2;правильная интерпретация;8C
5;филлер;вопрос;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler20.2;правильная интерпретация;8C
4;филлер;вопрос;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler20.2;правильная интерпретация;8C
5;филлер;вопрос;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler20.2;правильная интерпретация;8C
4;филлер;вопрос;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler20.2;правильная интерпретация;8C
5;филлер;вопрос;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler20.2;правильная интерпретация;8C
4;филлер;вопрос;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler20.2;правильная интерпретация;8C
3;филлер;вопрос;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler20.2;правильная интерпретация;8C
2;филлер;восклицание;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler14.2;неправильная интерпретация;32C
3;филлер;восклицание;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler14.2;неправильная интерпретация;32C
2;филлер;восклицание;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler14.2;неправильная интерпретация;32C
3;филлер;восклицание;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler14.2;неправильная интерпретация;32C
2;филлер;восклицание;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler14.2;неправильная интерпретация;32C
3;филлер;восклицание;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler14.2;неправильная интерпретация;32C
1;филлер;восклицание;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler14.2;неправильная интерпретация;32C
5;филлер;восклицание;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler14.2;неправильная интерпретация;32C
3;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence2.2; - ;21A
3;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence2.2; - ;21A
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence2.2; - ;21A
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence2.2; - ;21A
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence2.2; - ;21A
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id32;Женский;20;Основное общее;Лингвистика;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id33;Мужской;25;Высшее;IT;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence2.2; - ;21A
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id36;Женский;20;Основное общее;Учеба;sentence2.2; - ;21A
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id37;Женский;20;Неоконченное высшее;Филология;sentence2.2; - ;21A
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence2.2; - ;21A
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence2.2; - ;21A
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id42;Мужской;22;Высшее;Юриспруденция;sentence2.2; - ;21A
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence2.2; - ;21A
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id44;Мужской;29;Высшее;Логистика;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id45;Мужской;25;Высшее;Инженерное дело;sentence2.2; - ;21A
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id46;Женский;24;Высшее;IT;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id48;Женский;23;Среднее профессиональное;Работа;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence2.2; - ;21A
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id50;Женский;20;Среднее профессиональное;Работа;sentence2.2; - ;21A
3;филлер;вопрос;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler29.2;неправильная интерпретация;10C
5;филлер;вопрос;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler29.2;неправильная интерпретация;10C
2;филлер;вопрос;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler29.2;неправильная интерпретация;10C
2;филлер;вопрос;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler29.2;неправильная интерпретация;10C
3;филлер;вопрос;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler29.2;неправильная интерпретация;10C
2;филлер;вопрос;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler29.2;неправильная интерпретация;10C
3;филлер;вопрос;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler29.2;неправильная интерпретация;10C
2;филлер;вопрос;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler29.2;неправильная интерпретация;10C
5;филлер;вопрос;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler29.2;неправильная интерпретация;10C
1;филлер;вопрос;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler29.2;неправильная интерпретация;10C
3;филлер;вопрос;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler29.2;неправильная интерпретация;10C
5;филлер;вопрос;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler29.2;неправильная интерпретация;10C
2;филлер;вопрос;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler29.2;неправильная интерпретация;10C
3;филлер;вопрос;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler29.2;неправильная интерпретация;10C
3;филлер;вопрос;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler32.2;правильная интерпретация;6C
5;филлер;вопрос;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler32.2;правильная интерпретация;6C
1;филлер;вопрос;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler32.2;правильная интерпретация;6C
1;филлер;вопрос;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler32.2;правильная интерпретация;6C
3;филлер;вопрос;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler32.2;правильная интерпретация;6C
5;филлер;вопрос;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler32.2;правильная интерпретация;6C
4;филлер;вопрос;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler32.2;правильная интерпретация;6C
4;филлер;вопрос;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler32.2;правильная интерпретация;6C
4;филлер;вопрос;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler32.2;правильная интерпретация;6C
4;филлер;вопрос;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler32.2;правильная интерпретация;6C
3;филлер;вопрос;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler32.2;правильная интерпретация;6C
5;филлер;вопрос;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler32.2;правильная интерпретация;6C
1;филлер;вопрос;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler32.2;правильная интерпретация;6C
5;филлер;вопрос;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler32.2;правильная интерпретация;6C
5;филлер;вопрос;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler32.2;правильная интерпретация;6C
3;филлер;вопрос;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler32.2;правильная интерпретация;6C
5;филлер;вопрос;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler32.2;правильная интерпретация;6C
2;филлер;вопрос;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler32.2;правильная интерпретация;6C
4;филлер;вопрос;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler32.2;правильная интерпретация;6C
1;филлер;восклицание;pair; - ; - ; - ;id26;Женский;20;Неоконченное высшее;Лингвистика;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id27;Женский;20;Неоконченное высшее;Преподавание;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id29;Мужской;20;Неоконченное высшее;Искусство;filler3.2;неправильная интерпретация;29C
3;филлер;восклицание;pair; - ; - ; - ;id30;Женский;20;Неоконченное высшее;Экономика;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id32;Женский;20;Основное общее;Лингвистика;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id33;Мужской;25;Высшее;IT;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id34;Женский;21;Неоконченное высшее;Журналистика;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id36;Женский;20;Основное общее;Учеба;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id37;Женский;20;Неоконченное высшее;Филология;filler3.2;неправильная интерпретация;29C
3;филлер;восклицание;pair; - ; - ; - ;id38;Мужской;20;Неоконченное высшее;Учеба;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id39;Мужской;26;Среднее профессиональное;Телевидение;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id40;Мужской;20;Неоконченное среднее профессиональное;IT;filler3.2;неправильная интерпретация;29C
2;филлер;восклицание;pair; - ; - ; - ;id41;Мужской;20;Неоконченное высшее;Туризм;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id42;Мужской;22;Высшее;Юриспруденция;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;filler3.2;неправильная интерпретация;29C
2;филлер;восклицание;pair; - ; - ; - ;id44;Мужской;29;Высшее;Логистика;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id45;Мужской;25;Высшее;Инженерное дело;filler3.2;неправильная интерпретация;29C
1;филлер;восклицание;pair; - ; - ; - ;id46;Женский;24;Высшее;IT;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id47;Мужской;20;Неоконченное среднее профессиональное;IT;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id48;Женский;23;Среднее профессиональное;Работа;filler3.2;неправильная интерпретация;29C
4;филлер;восклицание;pair; - ; - ; - ;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;filler3.2;неправильная интерпретация;29C
5;филлер;восклицание;pair; - ; - ; - ;id50;Женский;20;Среднее профессиональное;Работа;filler3.2;неправильная интерпретация;29C
2;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence13.2; - ;29A
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id27;Женский;20;Неоконченное высшее;Преподавание;sentence13.2; - ;29A
2;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence13.2; - ;29A
3;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id29;Мужской;20;Неоконченное высшее;Искусство;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id30;Женский;20;Неоконченное высшее;Экономика;sentence13.2; - ;29A
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence13.2; - ;29A
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id32;Женский;20;Основное общее;Лингвистика;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id33;Мужской;25;Высшее;IT;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id34;Женский;21;Неоконченное высшее;Журналистика;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id36;Женский;20;Основное общее;Учеба;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id37;Женский;20;Неоконченное высшее;Филология;sentence13.2; - ;29A
3;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id38;Мужской;20;Неоконченное высшее;Учеба;sentence13.2; - ;29A
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence13.2; - ;29A
1;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id41;Мужской;20;Неоконченное высшее;Туризм;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id42;Мужской;22;Высшее;Юриспруденция;sentence13.2; - ;29A
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence13.2; - ;29A
3;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id44;Мужской;29;Высшее;Логистика;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id45;Мужской;25;Высшее;Инженерное дело;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id46;Женский;24;Высшее;IT;sentence13.2; - ;29A
5;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence13.2; - ;29A
4;стимул;восклицание;pair;адъюнкт-аргумент;аргумент+адъюнкт;non-coord;id48;Женский;23;Среднее профессиональное;Работа;sentence13.2; - ;29A
