answers;Филлер/стимул;sent_type;single/pair;порядок;syntacticrole;cordination;id;пол;возраст;уровень образования;сфера;sentence;правильность филлера;номер предложения;order
4;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id48;Женский;23;Среднее профессиональное;Работа;sentence5.2; - ;19A;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence5.2; - ;19A;direct
5;стимул;вопрос;pair;аргумент-адъюнкт;аргумент+адъюнкт;да;id50;Женский;20;Среднее профессиональное;Работа;sentence5.2; - ;19A;direct
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id26;Женский;20;Неоконченное высшее;Лингвистика;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id27;Женский;20;Неоконченное высшее;Преподавание;sentence7.2; - ;1A;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id28;Женский;21;Неоконченное высшее;Государственное и муниципальное управление;sentence7.2; - ;1A;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id29;Мужской;20;Неоконченное высшее;Искусство;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id30;Женский;20;Неоконченное высшее;Экономика;sentence7.2; - ;1A;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id31;Мужской;20;Неоконченное высшее;Государственное и муниципальное управление;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id32;Женский;20;Основное общее;Лингвистика;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id33;Мужской;25;Высшее;IT;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id34;Женский;21;Неоконченное высшее;Журналистика;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id35;Женский;23;Среднее профессиональное;Сфера обслуживания;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id36;Женский;20;Основное общее;Учеба;sentence7.2; - ;1A;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id37;Женский;20;Неоконченное высшее;Филология;sentence7.2; - ;1A;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id38;Мужской;20;Неоконченное высшее;Учеба;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id39;Мужской;26;Среднее профессиональное;Телевидение;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id40;Мужской;20;Неоконченное среднее профессиональное;IT;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id41;Мужской;20;Неоконченное высшее;Туризм;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id42;Мужской;22;Высшее;Юриспруденция;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id43;Мужской;24;Среднее профессиональное;Сфера обслуживания;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id44;Мужской;29;Высшее;Логистика;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id45;Мужской;25;Высшее;Инженерное дело;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id46;Женский;24;Высшее;IT;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id47;Мужской;20;Неоконченное среднее профессиональное;IT;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id48;Женский;23;Среднее профессиональное;Работа;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id49;Женский;27;Среднее профессиональное;Ресторанный бизнес;sentence7.2; - ;1A;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id50;Женский;20;Среднее профессиональное;Работа;sentence7.2; - ;1A;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id76;Мужской;20;Основное общее;IT;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id79;Женский;22;Высшее;Иностранные языки;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence25.2; - ;2B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id81;Женский;25;Высшее;Консалтинг;sentence25.2; - ;2B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id82;Женский;24;Высшее;Дизайн;sentence25.2; - ;2B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id83;Мужской;25;Неоконченное высшее;IT;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence25.2; - ;2B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id85;Мужской;24;Высшее;IT;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence25.2; - ;2B;direct
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id90;Женский;21;Среднее общее;Менеджмент;sentence25.2; - ;2B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id91;Мужской;25;Высшее;Преподавание;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence25.2; - ;2B;direct
3;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence25.2; - ;2B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id95;Женский;20;Среднее общее;Юриспруденция;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence25.2; - ;2B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id98;Женский;20;Высшее;Экономика;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id99;Мужской;27;Высшее;Логистика;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence25.2; - ;2B;direct
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id76;Мужской;20;Основное общее;IT;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id79;Женский;22;Высшее;Иностранные языки;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence31.2; - ;18B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id81;Женский;25;Высшее;Консалтинг;sentence31.2; - ;18B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id82;Женский;24;Высшее;Дизайн;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id83;Мужской;25;Неоконченное высшее;IT;sentence31.2; - ;18B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence31.2; - ;18B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id85;Мужской;24;Высшее;IT;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id90;Женский;21;Среднее общее;Менеджмент;sentence31.2; - ;18B;indirect
3;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id91;Мужской;25;Высшее;Преподавание;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id95;Женский;20;Среднее общее;Юриспруденция;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence31.2; - ;18B;indirect
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id98;Женский;20;Высшее;Экономика;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id99;Мужской;27;Высшее;Логистика;sentence31.2; - ;18B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence31.2; - ;18B;indirect
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id76;Мужской;20;Основное общее;IT;sentence32.2; - ;4B;indirect
2;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence32.2; - ;4B;indirect
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id79;Женский;22;Высшее;Иностранные языки;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id80;Мужской;20;Неоконченное высшее;Учеба;sentence32.2; - ;4B;indirect
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id81;Женский;25;Высшее;Консалтинг;sentence32.2; - ;4B;indirect
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id82;Женский;24;Высшее;Дизайн;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id83;Мужской;25;Неоконченное высшее;IT;sentence32.2; - ;4B;indirect
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence32.2; - ;4B;indirect
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id85;Мужской;24;Высшее;IT;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id90;Женский;21;Среднее общее;Менеджмент;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id91;Мужской;25;Высшее;Преподавание;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id93;Мужской;20;Неоконченное высшее;Медицина;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id95;Женский;20;Среднее общее;Юриспруденция;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence32.2; - ;4B;indirect
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id98;Женский;20;Высшее;Экономика;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id99;Мужской;27;Высшее;Логистика;sentence32.2; - ;4B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;да;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence32.2; - ;4B;indirect
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id76;Мужской;20;Основное общее;IT;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id79;Женский;22;Высшее;Иностранные языки;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence23.2; - ;6B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id81;Женский;25;Высшее;Консалтинг;sentence23.2; - ;6B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id82;Женский;24;Высшее;Дизайн;sentence23.2; - ;6B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence23.2; - ;6B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence23.2; - ;6B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id85;Мужской;24;Высшее;IT;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence23.2; - ;6B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence23.2; - ;6B;direct
1;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id91;Мужской;25;Высшее;Преподавание;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence23.2; - ;6B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence23.2; - ;6B;direct
4;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id98;Женский;20;Высшее;Экономика;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id99;Мужской;27;Высшее;Логистика;sentence23.2; - ;6B;direct
5;стимул;вопрос;pair;X аргумент -Y аргумент;2 аргумента;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence23.2; - ;6B;direct
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id76;Мужской;20;Основное общее;IT;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id79;Женский;22;Высшее;Иностранные языки;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence26.2; - ;22B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id81;Женский;25;Высшее;Консалтинг;sentence26.2; - ;22B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id82;Женский;24;Высшее;Дизайн;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence26.2; - ;22B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id85;Мужской;24;Высшее;IT;sentence26.2; - ;22B;indirect
2;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence26.2; - ;22B;indirect
4;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id91;Мужской;25;Высшее;Преподавание;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence26.2; - ;22B;indirect
1;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence26.2; - ;22B;indirect
3;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id98;Женский;20;Высшее;Экономика;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id99;Мужской;27;Высшее;Логистика;sentence26.2; - ;22B;indirect
5;стимул;вопрос;pair;адъюнкт-аргумент;аргумент+адъюнкт;нет;id100;Мужской;20;Неоконченное высшее;Маркетинг;sentence26.2; - ;22B;indirect
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id76;Мужской;20;Основное общее;IT;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id77;Женский;21;Неоконченное высшее;Иностранные языки;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id78;Мужской;20;Неоконченное высшее;Маркетинг;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id79;Женский;22;Высшее;Иностранные языки;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id80;Мужской;20;Неоконченное высшее;Учеба;sentence17.2; - ;8B;indirect
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id81;Женский;25;Высшее;Консалтинг;sentence17.2; - ;8B;indirect
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id82;Женский;24;Высшее;Дизайн;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id83;Мужской;25;Неоконченное высшее;IT;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id84;Мужской;21;Неоконченное высшее;Инженерное дело;sentence17.2; - ;8B;indirect
1;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id85;Мужской;24;Высшее;IT;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id86;Женский;20;Неоконченное среднее профессиональное;Бухгалтерский учет;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id87;Женский;21;Среднее профессиональное;Легкая промышленость;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id88;Женский;21;Среднее профессиональное;Сфера обслуживания;sentence17.2; - ;8B;indirect
3;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id89;Мужской;25;Среднее профессиональное;Инженерное дело;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id90;Женский;21;Среднее общее;Менеджмент;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id91;Мужской;25;Высшее;Преподавание;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id92;Мужской;20;Неоконченное среднее профессиональное;IT;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id93;Мужской;20;Неоконченное высшее;Медицина;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id94;Женский;29;Неоконченное высшее;Менеджмент;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id95;Женский;20;Среднее общее;Юриспруденция;sentence17.2; - ;8B;indirect
4;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id96;Мужской;20;Среднее профессиональное;Юриспруденция;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id97;Мужской;20;Неоконченное высшее;Журналистика;sentence17.2; - ;8B;indirect
5;стимул;вопрос;pair;Y аргумент - X аргумент;2 аргумента;нет;id98;Женский;20;Высшее;Экономика;sentence17.2; - ;8B;indirect
