answers;Филлер/стимул;sent_type;single/pair;порядок;syntacticrole;cordination;id;пол;возраст;уровень образования;сфера;sentence;правильность филлера;номер предложения;order
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id4;Мужской;20;Неоконченное высшее;Химическая промышленность;sentence16.1; - ;3A;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id5;Женский;27;Высшее;Преподавание;sentence16.1; - ;3A;indirect
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id6;Мужской;25;Высшее;Инженерное дело;sentence16.1; - ;3A;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id7;Женский;20;Неоконченное высшее;Экономика;sentence16.1; - ;3A;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id8;Женский;20;Среднее общее;Учеба;sentence16.1; - ;3A;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id9;Мужской;20;Неоконченное высшее;Учеба;sentence16.1; - ;3A;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id10;Мужской;20;Среднее профессиональное;МЧС;sentence16.1; - ;3A;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id11;Женский;20;Неоконченное высшее;Прочее;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id12;Мужской;26;Среднее общее;Прочее;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id13;Женский;20;Неоконченное высшее;Медицина;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id14;Женский;20;Неоконченное высшее;Медицина;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id15;Женский;21;Неоконченное высшее;Преподавание;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id16;Женский;21;Неоконченное высшее;Медицина;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id17;Мужской;20;Неоконченное высшее;Прочее;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id18;Женский;20;Неоконченное высшее;Медицина;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id19;Мужской;23;Среднее профессиональное;Искусство;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id20;Мужской;24;Высшее;Химическая промышленность;sentence16.1; - ;3A;indirect
2;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id21;Женский;24;Высшее;Медицина;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id22;Мужской;22;Среднее профессиональное;Преподавание;sentence16.1; - ;3A;indirect
2;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id23;Мужской;30;Высшее;Маркетинг;sentence16.1; - ;3A;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id24;Женский;29;Высшее;IT;sentence16.1; - ;3A;indirect
2;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;да;id25;Мужской;30;Высшее;IT;sentence16.1; - ;3A;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id51;Женский;21;Неоконченное высшее;IT;sentence17.1; - ;8B;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id52;Женский;20;Неоконченное высшее;IT;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id53;Мужской;20;Неоконченное высшее;IT;sentence17.1; - ;8B;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id54;Женский;20;Неоконченное высшее;Психология;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id55;Мужской;23;Неоконченное высшее;IT;sentence17.1; - ;8B;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id56;Мужской;20;Среднее общее;Учеба;sentence17.1; - ;8B;indirect
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence17.1; - ;8B;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
3;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id64;Женский;30;Высшее;Экономика;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id65;Женский;24;Высшее;Маркетинг;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id66;Женский;22;Высшее;Менеджмент;sentence17.1; - ;8B;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id67;Мужской;24;Высшее;Строительство;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id68;Мужской;28;Высшее;Экология;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id69;Женский;26;Высшее;Экономика;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id71;Мужской;21;Среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence17.1; - ;8B;indirect
4;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id73;Женский;30;Высшее;IT;sentence17.1; - ;8B;indirect
5;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id74;Мужской;21;Среднее общее;Учеба;sentence17.1; - ;8B;indirect
1;стимул;вопрос;single;Y аргумент - X аргумент;2 аргумента;нет;id75;Мужской;20;Неоконченное высшее;Экономика;sentence17.1; - ;8B;indirect
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id51;Женский;21;Неоконченное высшее;IT;sentence19.1; - ;20B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id52;Женский;20;Неоконченное высшее;IT;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id53;Мужской;20;Неоконченное высшее;IT;sentence19.1; - ;20B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id54;Женский;20;Неоконченное высшее;Психология;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id55;Мужской;23;Неоконченное высшее;IT;sentence19.1; - ;20B;direct
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id56;Мужской;20;Среднее общее;Учеба;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence19.1; - ;20B;direct
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id64;Женский;30;Высшее;Экономика;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id65;Женский;24;Высшее;Маркетинг;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id66;Женский;22;Высшее;Менеджмент;sentence19.1; - ;20B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id67;Мужской;24;Высшее;Строительство;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id68;Мужской;28;Высшее;Экология;sentence19.1; - ;20B;direct
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id69;Женский;26;Высшее;Экономика;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id71;Мужской;21;Среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence19.1; - ;20B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id73;Женский;30;Высшее;IT;sentence19.1; - ;20B;direct
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id74;Мужской;21;Среднее общее;Учеба;sentence19.1; - ;20B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;да;id75;Мужской;20;Неоконченное высшее;Экономика;sentence19.1; - ;20B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id51;Женский;21;Неоконченное высшее;IT;sentence23.1; - ;6B;direct
2;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id52;Женский;20;Неоконченное высшее;IT;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id53;Мужской;20;Неоконченное высшее;IT;sentence23.1; - ;6B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id54;Женский;20;Неоконченное высшее;Психология;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id55;Мужской;23;Неоконченное высшее;IT;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id56;Мужской;20;Среднее общее;Учеба;sentence23.1; - ;6B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence23.1; - ;6B;direct
4;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id64;Женский;30;Высшее;Экономика;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id65;Женский;24;Высшее;Маркетинг;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id66;Женский;22;Высшее;Менеджмент;sentence23.1; - ;6B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id67;Мужской;24;Высшее;Строительство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id68;Мужской;28;Высшее;Экология;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id69;Женский;26;Высшее;Экономика;sentence23.1; - ;6B;direct
3;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id71;Мужской;21;Среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id73;Женский;30;Высшее;IT;sentence23.1; - ;6B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id74;Мужской;21;Среднее общее;Учеба;sentence23.1; - ;6B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;нет;id75;Мужской;20;Неоконченное высшее;Экономика;sentence23.1; - ;6B;direct
4;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id51;Женский;21;Неоконченное высшее;IT;sentence25.1; - ;2B;direct
2;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id52;Женский;20;Неоконченное высшее;IT;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id53;Мужской;20;Неоконченное высшее;IT;sentence25.1; - ;2B;direct
4;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id54;Женский;20;Неоконченное высшее;Психология;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id55;Мужской;23;Неоконченное высшее;IT;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id56;Мужской;20;Среднее общее;Учеба;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence25.1; - ;2B;direct
4;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
3;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id64;Женский;30;Высшее;Экономика;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id65;Женский;24;Высшее;Маркетинг;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id66;Женский;22;Высшее;Менеджмент;sentence25.1; - ;2B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id67;Мужской;24;Высшее;Строительство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id68;Мужской;28;Высшее;Экология;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id69;Женский;26;Высшее;Экономика;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id71;Мужской;21;Среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id73;Женский;30;Высшее;IT;sentence25.1; - ;2B;direct
5;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id74;Мужской;21;Среднее общее;Учеба;sentence25.1; - ;2B;direct
1;стимул;вопрос;single;X аргумент -Y аргумент;2 аргумента;да;id75;Мужской;20;Неоконченное высшее;Экономика;sentence25.1; - ;2B;direct
1;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id51;Женский;21;Неоконченное высшее;IT;sentence26.1; - ;22B;indirect
2;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id52;Женский;20;Неоконченное высшее;IT;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id53;Мужской;20;Неоконченное высшее;IT;sentence26.1; - ;22B;indirect
1;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id54;Женский;20;Неоконченное высшее;Психология;sentence26.1; - ;22B;indirect
4;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id55;Мужской;23;Неоконченное высшее;IT;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id56;Мужской;20;Среднее общее;Учеба;sentence26.1; - ;22B;indirect
4;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence26.1; - ;22B;indirect
4;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
1;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id64;Женский;30;Высшее;Экономика;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id65;Женский;24;Высшее;Маркетинг;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id66;Женский;22;Высшее;Менеджмент;sentence26.1; - ;22B;indirect
1;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id67;Мужской;24;Высшее;Строительство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id68;Мужской;28;Высшее;Экология;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id69;Женский;26;Высшее;Экономика;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id71;Мужской;21;Среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence26.1; - ;22B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id73;Женский;30;Высшее;IT;sentence26.1; - ;22B;indirect
3;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id74;Мужской;21;Среднее общее;Учеба;sentence26.1; - ;22B;indirect
1;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;нет;id75;Мужской;20;Неоконченное высшее;Экономика;sentence26.1; - ;22B;indirect
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id51;Женский;21;Неоконченное высшее;IT;sentence29.1; - ;24B;direct
2;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id52;Женский;20;Неоконченное высшее;IT;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id53;Мужской;20;Неоконченное высшее;IT;sentence29.1; - ;24B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id54;Женский;20;Неоконченное высшее;Психология;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id55;Мужской;23;Неоконченное высшее;IT;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id56;Мужской;20;Среднее общее;Учеба;sentence29.1; - ;24B;direct
3;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id57;Мужской;20;Неоконченное высшее;Сфера обслуживания;sentence29.1; - ;24B;direct
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id58;Мужской;20;Неоконченное среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id59;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id60;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id61;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id62;Женский;20;Неоконченное среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id63;Женский;23;Среднее профессиональное;Бухгалтерский учет;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id64;Женский;30;Высшее;Экономика;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id65;Женский;24;Высшее;Маркетинг;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id66;Женский;22;Высшее;Менеджмент;sentence29.1; - ;24B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id67;Мужской;24;Высшее;Строительство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id68;Мужской;28;Высшее;Экология;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id69;Женский;26;Высшее;Экономика;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id70;Женский;24;Среднее профессиональное;Сфера обслуживания;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id71;Мужской;21;Среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id72;Женский;23;Неоконченное среднее профессиональное;Искусство;sentence29.1; - ;24B;direct
5;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id73;Женский;30;Высшее;IT;sentence29.1; - ;24B;direct
4;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id74;Мужской;21;Среднее общее;Учеба;sentence29.1; - ;24B;direct
1;стимул;вопрос;single;аргумент-адъюнкт;аргумент+адъюнкт;нет;id75;Мужской;20;Неоконченное высшее;Экономика;sentence29.1; - ;24B;direct
4;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id51;Женский;21;Неоконченное высшее;IT;sentence31.1; - ;18B;indirect
3;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id52;Женский;20;Неоконченное высшее;IT;sentence31.1; - ;18B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id53;Мужской;20;Неоконченное высшее;IT;sentence31.1; - ;18B;indirect
2;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id54;Женский;20;Неоконченное высшее;Психология;sentence31.1; - ;18B;indirect
5;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id55;Мужской;23;Неоконченное высшее;IT;sentence31.1; - ;18B;indirect
2;стимул;вопрос;single;адъюнкт-аргумент;аргумент+адъюнкт;да;id56;Мужской;20;Среднее общее;Учеба;sentence31.1; - ;18B;indirect
